Date,close,asset
2015-10-09,1.13586,EUR/USD
2015-10-16,1.13487,EUR/USD
2015-10-23,1.10174,EUR/USD
2015-10-30,1.10063,EUR/USD
2015-11-06,1.074,EUR/USD
2015-11-13,1.07724,EUR/USD
2015-11-20,1.0646,EUR/USD
2015-11-27,1.0592,EUR/USD
2015-12-04,1.08823,EUR/USD
2015-12-11,1.09913,EUR/USD
2015-12-18,1.08657,EUR/USD
2015-12-25,1.09638,EUR/USD
2016-01-01,1.087,EUR/USD
2016-01-08,1.09263,EUR/USD
2016-01-15,1.09153,EUR/USD
2016-01-22,1.07983,EUR/USD
2016-01-29,1.0831,EUR/USD
2016-02-05,1.11572,EUR/USD
2016-02-12,1.12559,EUR/USD
2016-02-19,1.11303,EUR/USD
2016-02-26,1.09321,EUR/USD
2016-03-04,1.10049,EUR/USD
2016-03-11,1.11488,EUR/USD
2016-03-18,1.1271,EUR/USD
2016-03-25,1.11673,EUR/USD
2016-04-01,1.13917,EUR/USD
2016-04-08,1.13979,EUR/USD
2016-04-15,1.12836,EUR/USD
2016-04-22,1.12245,EUR/USD
2016-04-29,1.14497,EUR/USD
2016-05-06,1.14044,EUR/USD
2016-05-13,1.13081,EUR/USD
2016-05-20,1.12232,EUR/USD
2016-05-27,1.1113,EUR/USD
2016-06-03,1.13668,EUR/USD
2016-06-10,1.12514,EUR/USD
2016-06-17,1.12764,EUR/USD
2016-06-24,1.11082,EUR/USD
2016-07-01,1.11384,EUR/USD
2016-07-08,1.10502,EUR/USD
2016-07-15,1.10339,EUR/USD
2016-07-22,1.09774,EUR/USD
2016-07-29,1.11746,EUR/USD
2016-08-05,1.10872,EUR/USD
2016-08-12,1.11621,EUR/USD
2016-08-19,1.13254,EUR/USD
2016-08-26,1.11966,EUR/USD
2016-09-02,1.11554,EUR/USD
2016-09-09,1.12323,EUR/USD
2016-09-16,1.11574,EUR/USD
2016-09-23,1.12254,EUR/USD
2016-09-30,1.12425,EUR/USD
2016-10-07,1.12013,EUR/USD
2016-10-14,1.09712,EUR/USD
2016-10-21,1.08849,EUR/USD
2016-10-28,1.09875,EUR/USD
2016-11-04,1.11404,EUR/USD
2016-11-11,1.08563,EUR/USD
2016-11-18,1.05894,EUR/USD
2016-11-25,1.05933,EUR/USD
2016-12-02,1.06665,EUR/USD
2016-12-09,1.0561,EUR/USD
2016-12-16,1.04513,EUR/USD
2016-12-23,1.04554,EUR/USD
2016-12-30,1.05198,EUR/USD
2017-01-06,1.05323,EUR/USD
2017-01-13,1.06434,EUR/USD
2017-01-20,1.07012,EUR/USD
2017-01-27,1.06981,EUR/USD
2017-02-03,1.0785,EUR/USD
2017-02-10,1.06412,EUR/USD
2017-02-17,1.06161,EUR/USD
2017-02-24,1.0561,EUR/USD
2017-03-03,1.0622,EUR/USD
2017-03-10,1.06736,EUR/USD
2017-03-17,1.0738,EUR/USD
2017-03-24,1.07978,EUR/USD
2017-03-31,1.06548,EUR/USD
2017-04-07,1.05902,EUR/USD
2017-04-14,1.06129,EUR/USD
2017-04-21,1.07268,EUR/USD
2017-04-28,1.08962,EUR/USD
2017-05-05,1.09989,EUR/USD
2017-05-12,1.09314,EUR/USD
2017-05-19,1.12068,EUR/USD
2017-05-26,1.11813,EUR/USD
2017-06-02,1.12825,EUR/USD
2017-06-09,1.11959,EUR/USD
2017-06-16,1.11966,EUR/USD
2017-06-23,1.11938,EUR/USD
2017-06-30,1.14252,EUR/USD
2017-07-07,1.14001,EUR/USD
2017-07-14,1.14688,EUR/USD
2017-07-21,1.16642,EUR/USD
2017-07-28,1.17498,EUR/USD
2017-08-04,1.17734,EUR/USD
2017-08-11,1.18219,EUR/USD
2017-08-18,1.17607,EUR/USD
2017-08-25,1.19232,EUR/USD
2017-09-01,1.18598,EUR/USD
2017-09-08,1.20353,EUR/USD
2017-09-15,1.19476,EUR/USD
2017-09-22,1.19478,EUR/USD
2017-09-29,1.1815,EUR/USD
2017-10-06,1.17324,EUR/USD
2017-10-13,1.18234,EUR/USD
2017-10-20,1.17799,EUR/USD
2017-10-27,1.1608,EUR/USD
2017-11-03,1.16101,EUR/USD
2017-11-10,1.1665,EUR/USD
2017-11-17,1.1791,EUR/USD
2017-11-24,1.19325,EUR/USD
2017-12-01,1.18974,EUR/USD
2017-12-08,1.17721,EUR/USD
2017-12-15,1.17503,EUR/USD
2017-12-22,1.18617,EUR/USD
2017-12-29,1.20039,EUR/USD
2018-01-05,1.20297,EUR/USD
2018-01-12,1.21968,EUR/USD
2018-01-19,1.22211,EUR/USD
2018-01-26,1.24296,EUR/USD
2018-02-02,1.24566,EUR/USD
2018-02-09,1.22512,EUR/USD
2018-02-16,1.24097,EUR/USD
2018-02-23,1.22957,EUR/USD
2018-03-02,1.23183,EUR/USD
2018-03-09,1.23059,EUR/USD
2018-03-16,1.22895,EUR/USD
2018-03-23,1.23524,EUR/USD
2018-03-30,1.23241,EUR/USD
2018-04-06,1.22811,EUR/USD
2018-04-13,1.23306,EUR/USD
2018-04-20,1.22884,EUR/USD
2018-04-27,1.21303,EUR/USD
2018-05-04,1.19619,EUR/USD
2018-05-11,1.1941,EUR/USD
2018-05-18,1.17694,EUR/USD
2018-05-25,1.1649,EUR/USD
2018-06-01,1.16591,EUR/USD
2018-06-08,1.1769,EUR/USD
2018-06-15,1.16089,EUR/USD
2018-06-22,1.16574,EUR/USD
2018-06-29,1.16847,EUR/USD
2018-07-06,1.17457,EUR/USD
2018-07-13,1.16858,EUR/USD
2018-07-20,1.17227,EUR/USD
2018-07-27,1.16568,EUR/USD
2018-08-03,1.15674,EUR/USD
2018-08-10,1.14119,EUR/USD
2018-08-17,1.14376,EUR/USD
2018-08-24,1.1622,EUR/USD
2018-08-31,1.16019,EUR/USD
2018-09-07,1.15521,EUR/USD
2018-09-14,1.1625,EUR/USD
2018-09-21,1.17482,EUR/USD
2018-09-28,1.16027,EUR/USD
2018-10-05,1.15221,EUR/USD
2018-10-12,1.15597,EUR/USD
2018-10-19,1.15142,EUR/USD
2018-10-26,1.14033,EUR/USD
2018-11-02,1.13875,EUR/USD
2018-11-09,1.13371,EUR/USD
2018-11-16,1.14184,EUR/USD
2018-11-23,1.13359,EUR/USD
2018-11-30,1.13159,EUR/USD
2018-12-07,1.13795,EUR/USD
2018-12-14,1.13052,EUR/USD
2018-12-21,1.13718,EUR/USD
2018-12-28,1.14448,EUR/USD
2019-01-04,1.13951,EUR/USD
2019-01-11,1.14687,EUR/USD
2019-01-18,1.1362,EUR/USD
2019-01-25,1.14057,EUR/USD
2019-02-01,1.14562,EUR/USD
2019-02-08,1.13224,EUR/USD
2019-02-15,1.12946,EUR/USD
2019-02-22,1.13342,EUR/USD
2019-03-01,1.13648,EUR/USD
2019-03-08,1.12347,EUR/USD
2019-03-15,1.1325,EUR/USD
2019-03-22,1.13014,EUR/USD
2019-03-29,1.12178,EUR/USD
2019-04-05,1.12162,EUR/USD
2019-04-12,1.12988,EUR/USD
2019-04-19,1.12452,EUR/USD
2019-04-26,1.11472,EUR/USD
2019-05-03,1.12013,EUR/USD
2019-05-10,1.12336,EUR/USD
2019-05-17,1.11574,EUR/USD
2019-05-24,1.12038,EUR/USD
2019-05-31,1.11688,EUR/USD
2019-06-07,1.13333,EUR/USD
2019-06-14,1.12096,EUR/USD
2019-06-21,1.13688,EUR/USD
2019-06-28,1.13721,EUR/USD
2019-07-05,1.12255,EUR/USD
2019-07-12,1.12706,EUR/USD
2019-07-19,1.12206,EUR/USD
2019-07-26,1.1128,EUR/USD
2019-08-02,1.11084,EUR/USD
2019-08-09,1.12001,EUR/USD
2019-08-16,1.10904,EUR/USD
2019-08-23,1.11434,EUR/USD
2019-08-30,1.09905,EUR/USD
2019-09-06,1.10279,EUR/USD
2019-09-13,1.10743,EUR/USD
2019-09-20,1.10182,EUR/USD
2019-09-27,1.0941,EUR/USD
2019-10-04,1.09782,EUR/USD
2019-10-11,1.10384,EUR/USD
2019-10-18,1.11708,EUR/USD
2019-10-25,1.10795,EUR/USD
2019-11-01,1.11654,EUR/USD
2019-11-08,1.10192,EUR/USD
2019-11-15,1.10514,EUR/USD
2019-11-22,1.10198,EUR/USD
2019-11-29,1.10191,EUR/USD
2019-12-06,1.10599,EUR/USD
2019-12-13,1.11209,EUR/USD
2019-12-20,1.10765,EUR/USD
2019-12-27,1.11758,EUR/USD
2020-01-03,1.11592,EUR/USD
2020-01-10,1.11205,EUR/USD
2020-01-17,1.10902,EUR/USD
2020-01-24,1.10252,EUR/USD
2020-01-31,1.10945,EUR/USD
2020-02-07,1.09463,EUR/USD
2020-02-14,1.0831,EUR/USD
2020-02-21,1.08474,EUR/USD
2020-02-28,1.10277,EUR/USD
2020-03-06,1.12839,EUR/USD
2020-03-13,1.11054,EUR/USD
2020-03-20,1.06964,EUR/USD
2020-03-27,1.11415,EUR/USD
2020-04-03,1.08056,EUR/USD
2020-04-10,1.09357,EUR/USD
2020-04-17,1.08739,EUR/USD
2020-04-24,1.08232,EUR/USD
2020-05-01,1.09794,EUR/USD
2020-05-08,1.08384,EUR/USD
2020-05-15,1.08046,EUR/USD
